WORD,ROOT
تلاومك,لوم
لمجسمكن,جسم
وكجنانيزكن,جنز
وبمذبذبكما,ذبذب
يترجونهن,رجو
وتبرصون,برص
وليقتحف,قحف
عقباك,عقب
فبالإخصائيتين,خص
فيخفرانكن,خفر
وطبقيا,طبق
فلتواثقن,وثق
تخدمينه,خدم
ولأمينيي,
وبمستخرجة,خرج
وللبعيدة,بعد
فكالزفة,زف
وبفريكين,فرك
وطنجيي,
إهانتان,هون
ولمستويي,سوى
فليفشخاهما,فشخ
بالعيدان,عود
كفرقعتهم,فرقع
وسيستوسق,وسق
فلنجمح,جمح
وكسوي,سوى
ستدثرهما,دثر
لتعابثيهن,عبث
فتقلقينهم,قلق
فلنرشحهم,رشح
لقصقصتن,قصقص
وكمكملاته,كمل
راوغوكما,روغ
فسيسيجانكن,سيج
لتشطيبنا,شطب
فليفرغها,فرغ
يجبياك,جبى
ومرتعدتاهم,رعد
فنجمهر,جمهر
تصطفياهما,صفو
نتآ,نتأ
وآفاتكن,اوف
فكباعه,
ويتأنسان,انس
فبسماعه,سمع
لعراكك,عرك
وكمجالهما,جول
لسبلتنا,سبل
وجيشيكما,جيش
فترتاديهم,رود
فيمشقني,مشق
فغرامتاي,غرم
لتمرعي,مرع
تتراقصان,رقص
فلبظرنا,
يباركاه,برك
وسنملسهما,ملس
فتكفياكم,كفى
بطأتنهن,بطء
وبتخلية,خلو
وكافتراضاتكما,فرض
ولاستبياناته,بين
ولتحرياتهما,حرى
فينبذنهما,نبذ
وعظماؤها,عظم
لقننك,قن
صنبوريهم,صنبر
فكمنقذاتكن,نقذ
أردموهن,ردم
بحصادينا,حصد
فسيشاكلونكن,شكل
إذلاله,ذل
فبنابلسياتكما,
فتغزينه,غزو
كناسيهم,كنس
واحتقرتكما,حقر
فلتسجمك,سجم
لمشخصاتهن,شخص
بهورموننا,
لتناصحنهن,نصح
سنحاشيهن,حشو
فلمتعففة,عف
وبالمنافسين,نفس
لريمتاك,ريم
فبجلفينا,جلف
فليحبلهم,حبل
سأستبطئها,بطء
لأقيت,قوت
وكاسبتانا,كسب
لأقتمكم,قتم
فبحملات,حمل
وأعسرتم,عسر
سيسترحمانكم,رحم
ولغيبها,غيب
فلمضايقتهم,ضيق
فبمرتقيهن,رقى
ستعاهدين,عهد
مقلقلاه,قلقل
فمقانبهما,قنب
طاعنانا,طعن
ولتسربل,سربل
مرممات,رم
اجتثثننا,جث
وكالسنامين,سنم
ويعيرنه,عير
فستهمكون,همك
فشعواؤكم,شعن
ويستغرقوكن,غرق
لمطربنا,طرب
لتضيفاكما,ضيف
كالمزخرفات,زخرف
تناقشهم,نقش
سيتهمانه,وهم
وبمدحكم,مدح
فمتعففتاه,عف
بالتأمل,امل
ولتشرحوها,شرح
فكزميلة,زمل
لأفشلتماهما,فشل
وللمتأصلة,اصل
فلأسطورتهن,
لخداعيكم,خدع
فلننعدم,عدم
محظيتيكما,حظى
ولتدعسه,دعس
فلتشاهريها,شهر
يفسخاهما,فسخ
وستهذبون,هذب
فستمرضانها,مرض
وحسبتماهما,حسب
وسيصابرانني,صبر
وكدومه,دوم
فينعم,نعم
فسيناصرونهن,نصر
فلمستميتهما,موت
لأسخنوا,سخن
وكمترددين,رد
لألقيتماهن,لقى
فليشحمنه,شحم
وبمياومكما,يوم
وسأتقسس,قس
كفخاريتهن,فخر
هنأتاها,هنأ
وتنصفونها,نصف
البستانيتان,
فكالفوح,فوح
بمستمده,مد
فليفتناه,فتن
هلكوكن,هلك
سأتأملكم,امل
مغنطيسيتا,
وللكندر,
وبديوكي,ديك
فجليديتين,جلد
تستشيريننا,شور
كوسواس,وسوس
وبصحفي,صحف
وثلاجتا,ثلج
ذوبوها,ذوب
فيسقطانكن,سقط
وفالحتاكن,فلح
وسعلتك,سعل
فننشئكن,نشأ
فتثملانكن,ثمل
تلوثانهم,لوث
فتركيتان,ترك
لحطابتكم,حطب
فنسائية,نسو
فليهازلوني,هزل
واحتكرتموهما,حكر
فيكمشاكن,كمش
وتستوعبي,وعب
وسلطتانا,سلط
سببينا,سب
لطريق,طرق
ولأطرقهن,طرق
بيضية,بيض
فلعاهتك,عوه
لمنصفتي,نصف
لأمضيهن,مضى
فلأهيبكن,هيب
وتجبهينهن,جبه
لوليمتيه,ولم
ويخفضانه,خفض
مزاعمهما,زعم
فينكرب,كرب
وليصفقنني,صفق
ومتفوقهن,فوق
فبأشياخ,شيخ
فلتقوسوهن,قوس
ذابلهم,ذبل
فبأدخنة,دخن
وبدربيهما,درب
سنبرمجكم,برمج
فكعلوكما,علو
لتتهوسن,هوس
ونبأتماهما,نبأ
فبجنراليها,
واستحقتاكن,حق
فلينافينه,نفو
تخبراننا,خبر
كالعملاء,عمل
ليحبساهن,حبس
فبظلمتيهما,ظلم
ويتزلفون,زلف
ويعجبا,عجب
فاستعصاء,عصى
بصفيتكما,صفو
ولمقارمكم,قرم
ولتكأتين,وكأ
وكتأميمها,ام
فحوزتها,حوز
وأجنسه,جنس
يرقصهما,رقص
وتذمانكم,ذم
سيحيكونكم,حيك
فيذووني,ذوى
منخرها,نخر
ولمناجزتيك,نجز
وبلاقطاتهما,لقط
سنترصده,رصد
ولمساطبهن,سطب
فمقامرتيهن,قمر
وبظلمك,ظلم
فحريرتكما,حر
فثلوجه,ثلج
وبأرزاقهن,رزق
فكمثبتيهن,ثبت
وكرجلكن,رجل
فتغمدانك,غمد
بكوفيتهن,كوف
وسيخصمونكن,خصم
فلتطيراكما,طير
بنصيهما,نص
فسائحا,سيح
وبمقومين,قوم
لتخطتكن,خطو
كميزتينا,ميز
ونقالاتهم,نقل
فموحدوهم,وحد
بمبشرتينا,بشر
ووازيتموهن,وزى
لمشاعينا,شيع
ويجدولانا,جدول
فلمغلوليهن,غل
وقديسان,قدس
بمتحاملين,حمل
فلأعبئتنا,عبأ
كزاهد,زهد
فكمقطعييكن,قطع
فصرفيهن,صرف
فنزلائه,نزل
فأقمنني,قوم
حبيستانا,حبس
وكالبلبال,بلبل
فلحملهن,حمل
والأنبياء,نبو
وتفرملني,فرمل
فكمجرفته,جرف
فبأغلبي,غلب
وكعروضيتهم,عرض
ولتكرمتكما,كرم
استعراضاتكم,عرض
فلتقايساني,قيس
لنزمنهن,زمن
وكتوريدي,ورد
وببائتيهن,بيت
وانتهكتاها,نهك
فتفقهتن,فقه
فسأتخشب,خشب
جرمتهما,جرم
فبدباباتك,دب
شنونكم,شن
وكمتعديته,عدو
بوجوديتيكن,وجد
فكالمهوب,هيب
وللمرجعي,رجع
فبمتلقياتهم,لقى
فأصحبنكن,صحب
فبفطرية,فطر
وتترويان,روى
فللدغر,دغر
فسينقصنهما,نقص
لعمالقتك,عملق
وتحزمتن,حزم
كزعنفتهم,زعنف
لتتشبكوا,شبك
لعدمييهما,عدم
تضويها,ضوى
لباشروا,بشر
وقمينيكما,قمن
كأماليد,ملد
وبهلع,هلع
ليطوله,طول
لغمرتكم,غمر
وستستشيرونهن,شور
فوحشيات,وحش
لتبلع,بلع
لتقضمكم,قضم
يجرماهما,جرم
بمعاجنها,عجن
فلمساريهن,سير
مالكوم,
فكتلاصقكما,لصق
وبفساتينكن,فستن
وبعقوقنا,عق
سيشتقانكن,شق
فبهديتين,هدى
حابتا,حبو
بائعك,بيع
فكمستعربكم,عرب
وجراحته,جرح
فلحاتك,حت
عيبكن,عيب
فكمتخماتكن,تخم
فستنابذانكما,نبذ
فببؤرتيك,بأر
فبموجزكما,وجز
بمتآزريكما,ازر
ستنساهم,نسى
فصرافته,صرف
حافلتاهن,حفل
ولاحظتمونا,لحظ
مرساتها,رسو
لنقمشهما,قمش
وكالمفتونين,فتن
وحجامنا,حجم
فلتثبيتي,ثبت
بمتنكرات,نكر
تصبأ,صبأ
ونحبتهما,نحب
وهاجتين,وهج
ويتلوون,لوى
لباطون,
ولأشيعه,شيع
وبالأخوات,اخو
وكالعصفر,عصفر
فحنأتموه,حنا
وليجشموكم,جشم
فكراهتي,كره
فاستبعدوكما,بعد
فتشكلاكم,شكل
فدحرجتها,دحرج
يخرتانهن,خرت
وستتمنينهن,منو
فبالمسيكات,مسك
فكفعلتنا,فعل
فكأجيريكما,اجر
لأركبتانا,ركب
فكعينتك,عين
كأقعدتهم,قعد
لمنجدتيه,نجد
فبعوادمنا,عدم
فسيثوروننا,ثور
فلمقاطعاتهن,قطع
وفضلتانا,فضل
وكمجرفتها,جرف
بخراطتيهم,خرط
وبائتيك,بيت
وستدودين,دود
يهمداهما,همد
ويشقشقان,شقشق
شعائريا,شعر
كعهدتهم,عهد
فليغدى,غدو
يودعانك,ودع
لقارورتكم,قر
فليذيل,ذيل
ولصورتكم,صور
لمختفيي,خفى
فيحرزونهما,حرز
سباطها,سبط
أصعداك,صعد
ستحممان,حم
بأوعيتها,وعى
كدراهمهم,
فالمستطيلتان,طول
ولتجنناكما,جن
فتؤهلوهن,اهل
فيجامعون,جمع
فدهستكما,دهس
فماعزهن,معز
لجابيهن,جبى
وبشاديتهم,شدو
فلتبريريكن,برر
لينضغط,ضغط
بمعزمه,عزم
باقتلاعنا,قلع
فشكرتنهن,شكر
ورعديكم,رعد
فستفرزانهن,فرز
ويقتدرا,قدر
لأيمنهم,يمن
كسائحاتهن,سيح
سأنورهما,نور
ليتيحا,تيح
ومائعيكما,ميع
وتربكانكن,ربك
فكالغرباء,غرب
فبالسطع,سطع
كقصعتنا,قصع
بالوافدتين,وفد
ودعوناكما,دعو
فلتختصراك,خصر
لكنيتهما,كنو
بمبرمجكم,برمج
فأنحه,نحو
سيسطلانه,سطل
شاكسنكن,شكس
بحاديتنا,حدو
فبإيمائهم,ومأ
فللخشاف,
وسنستوقفهما,وقف
ليعقموهن,عقم
ونصفيتاها,نصف
وبميغابايتهم,
نزهنكما,نزه
فأرجعتموهن,رجع
وبلديتاهن,بلد
سطورهما,سطر
لأرعيتنها,رعى
وتفتضحا,فضح
تؤولونهم,اول
فليغزونا,غزو
وليمتدحن,مدح
كالمتكافئتين,كفأ
كذبابتيهن,ذب
فغرارتكما,غر
فلتمدديهن,مد
وسائقيكن,سوق
ببوذي,
وأشيائنا,شيأ
فكمتضافركم,ضفر
لمتبولينا,تبل
وباعتقاليه,عقل
تبيراكما,بور
تتزعمانهن,زعم
ولفخاري,فخر
وبجنسين,جنس
وبمقدساتكن,قدس
كأداتك,ادو
كمدرب,درب
سيراكمانها,ركم
بخبرته,خبر
مضرجي,ضرج
فبخماراتكم,خمر
فخاطفيكما,خطف
كتوصلهم,وصل
ستسخطانك,سخط
ليرممهما,رم
مليطكما,ملط
كرحالنا,رحل
ويتفشيان,فشو
ولصديقينا,صدق
فسروجيهن,سرج
وبمنقط,نقط
وللطريدين,طرد
وبدولارينا,
لسلوتها,سلو
وكناهدتيها,نهد
وغفلتماهما,غفل
ولشعائرها,شعر
ونواهيكن,نهو
فستعصمننا,عصم
فمعيبتاهم,عيب
تأمريننا,امر
تكبحينها,كبح
وللسرقة,سرق
فستسيلنهن,سيل
فعنقيك,عنق
لتتعمدا,عمد
لاشتهرنا,شهر
ولأوسطيتكن,وسط
ولأيسركم,يسر
يسيلنني,سيل
فنسجتها,نسج
فلقشتيها,قش
فبسارقتي,سرق
وبقطاعيتكما,قطع
فلمتعفف,عف
كأياديكن,يد
لتحميله,حمل
فربيلك,ربل
يحمؤون,حمأ
فبمميزين,ميز
وتفخمانها,فخم
فلنمق,ومق
والسويين,سوى
وسنسربكما,سرب
وكطامحهن,طمح
وبالحنفيتين,حنف
فكبيزنطي,
فلمغرياتكما,غرو
وكالباقيات,بقى
فكبدر,بدر
فغيرنه,غير
فكمربحتيهم,ربح
وتقاضيتموني,قضى
أبرحتموها,برح
بأعناقهن,عنق
تبقعنهن,بقع
وتهاوننا,هون
فتساوياكن,سوى
وبسائبكن,سيب
وكأذربيجانيات,
أحثتم,حوث
فكحضارية,حضر
فتذخريننا,ذخر
فسترذلك,رذل
سترتدعان,ردع
ووطدناهما,وطد
ولمتلوفهما,تلف
وشحميتين,شحم
ولوضائع,وضع
فتنهبانني,نهب
ومهيجاتكم,هيج
فمريكن,مر
يفشلاهن,فشل
وفننوه,فن
ويقامروا,قمر
هاجماه,هجم
ويبربر,بربر
ونصبتم,نصب
وعصافة,عصف
كقممك,قم
فلناقرتيهن,نقر
فلطباخيكم,طبخ
وتعاصرت,عصر
ولترهلهما,رهل
سنراقصه,رقص
ولمناقضها,نقض
فلطلباتهن,طلب
سيصلتونكن,صلت
وتلبكانه,لبك
نقارتيه,نقر
بأصيافكما,صيف
فبمطالعيه,طلع
ودشنتن,دشن
وواهبتان,وهب
أبلغوها,بلغ
وستصيبها,صوب
كالاستظهار,ظهر
والنرد,
وبرابحتها,ربح
فكمفطرتهما,فطر
فليزوركم,زور
فاعتلاءي,علو
إنابتكم,نوب
فبمستوعبيكما,وعب
مبجلي,بجل
كجهيدك,جهد
لحتميتكم,حتم
وكفأناك,كفأ
والطابات,
وليحشدوكم,حشد
ومغتاليكما,غول
وللإفصاح,فصح
لفزعتها,فزع
خشيتاك,خشى
وكمطهوته,طهو
ستتحتمان,حتم
فيهندمهن,هندم
طروشه,طرش
فسيريموننا,ريم
فاسترددناها,رد
فستضخمها,ضخم
كإشكاليه,شكل
وليلبينني,لبى
فمقدوركم,قدر
بنفاسي,نفس
بزوجتكم,زوج
شمعيتكم,شمع
تنمنمكن,نمنم
لأسكنتمونا,سكن
لتكيتك,
لأظفاركم,ظفر
فسأستخدم,خدم
فالمقيمة,قوم
ويناظرنكن,نظر
بحلائلي,حل
فلتلقاكن,لقى
فأشربكم,شرب
سيرزمكما,رزم
وستسرجونهما,سرج
فليتبعاهن,تبع
يحترمننا,حرم
مشتبهكما,شبه
فبمسافتهن,سوف
فالمطبوخ,طبخ
وبمطرهن,مطر
وليعارككم,عرك
لحصريك,حصر
وسنلصقها,لصق
كوهميك,وهم
ولتجتاحينا,جوح
لتقولهم,قول
كبدانة,بدن
فسيتخشوننا,خشى
فليغدروكم,غدر
فلتمزقكم,مزق
فالشغوفين,شغف
داخلتمونا,دخل
فوقعتاهم,وقع
فبإعانتيكما,عون
شيليتا,
لتبغتوها,بغت
ونستطيبهن,طيب
وبغنهن,غن
فمهرات,مهر
كوازنتيكم,وزن
لتسطلوني,سطل
ليحجلننا,حجل
معاكستاكما,عكس
تتريشوا,ريش
ابتلاؤكم,بلو
فسينعسانهن,نعس
ولتمزقيهن,مزق
فكإيلامه,الم
فلتعاديه,عدو
فطرفاكن,طرف
بعقابي,عقب
فينغزوكما,نغز
فبمتكهنكن,كهن
وسيكتحل,كحل
فلانتكاسنا,نكس
فحكمتنني,حكم
لانجرحت,جرح
التقريبات,قرب
للتلبيسة,لبس
سيوهنونها,وهن
وهيدرولوجيكن,
لتغنياها,غنى
فحفرتانا,حفر
فيمولنني,مول
كالكلبة,كلب
فيمليننا,ملو
فكمريسي,مرس
سنجنيكم,جنى
فلازمتماهما,لزم
ليخافتنك,خفت
تلغموني,لغم
فلينيخك,نوخ
وسنستحبكما,حب
فلإعذار,عذر
فتلثموها,لثم
فليعيشننا,عيش
بديعتانا,بدع
ولتبنجاه,بنج
فآوته,اوي
للملايا,
لولبيهن,لولب
ومسترسلاهن,رسل
ومقرونتك,قرن
وفلقتماهم,فلق
ومحطكن,حط
فيلاعنوها,لعن
فبسلوكها,سلك
وللمهارة,مهر
لاستحبها,حب
فلشغافهن,شغف
فبحصيفيه,حصف
لروق,روق
ولنسبلها,سبل
بخرفانهن,خرف
فسيخالفوننا,خلف
ستربصهما,ربص
محرجتاي,حرج
ولنبرض,برض
وحايدوكن,حيد
وسيسارقنكن,سرق
سيعلقم,علقم
فلثوبكم,ثوب
فيصدماني,صدم
وبادرنكم,بدر
كسناميهم,سنم
فبمسموعاتنا,سمع
ورتاجنا,رتج
استنشدناكم,نشد
فسيزجرنهما,زجر
فتذكارية,ذكر
فالجنيهين,
فسيعقرنه,عقر
كثخانته,ثخن
وتساعديهما,سعد
ويزيتكن,زيت
فمطوراهما,طور
نهكتماهم,نهك
وتصعقانهم,صعق
وغاسليكن,غسل
ونعفسها,عفس
تمشحين,مشح
فيمعطاك,معط
فالجاكتين,
ولأجوفكم,جوف
خمسيتهن,خمس
فلأجشمها,جشم
واحتذائهما,حذو
يختلساها,خلس
ولتشعراهما,شعر
فسنشنجها,شنج
كنقيصتهن,نقص
فأفرحتماهم,فرح
استصلحناها,صلح
فبمباراتنا,بري
يستهجنونا,هجن
ونشهرك,شهر
ولتربيعيتيهم,ربع
وفاران,فر
ستنفدانهم,نفد
فليناقشهم,نقش
ولميثاقيتكم,وثق
فكجنايتيك,جنى
واستأنفوهما,انف
لأشعاركما,شعر
أتقارعكم,قرع
فانتشلناكم,نشل
وكمزرابها,زرب
وبتكحيلهن,كحل
رفائكن,رفأ
فبالعداد,عد
ينجيانه,نجو
ببورتوريكو,
غارت,غور
دنسناكم,دنس
فتوازنينا,وزن
وقاوما,قوم
تتحرقون,حرق
فبمزعزعتي,زعزع
فبالمقاسمتين,قسم
ولمخطوفتيهما,خطف
ولربيلي,ربل
فستحكان,حك
لذكروكن,ذكر
فتستلطف,لطف
كالإرهابيتين,رهب
فمنبعثتي,بعث
فلتهلسك,هلس
ثدينا,ثدى
فستستوطنهن,وطن
بتعريفيهم,عرف
تخاطب,خطب
وتنطنهم,نوط
تسممانا,سم
ويصرعونهم,صرع
فلآنفتيه,انف
لصوقها,لصق
وستغويانكن,غوى
فكالهولنديات,
ففسروك,فسر
فكمحدق,حدق
فسيعند,عند
مزاحمتيها,زحم
فبمحفوريكم,حفر
سنقحمهما,قحم
سيهدرجونهم,هدرج
كاحتياجه,حوج
ويختلساكم,خلس
فبعقداءكن,عقد
وتقبلوهن,قبل
وكالأزهرية,زهر
كغافيكما,غفو
فتمثالاها,مثل
فبتشرذمها,شرذم
وبسلاجقتها,
كإثرائكن,ثرى
وليؤمرانا,امر
وكنهيمي,نهم
لرجمناه,رجم
لزهرتكما,زهر
فألدا,لد
فستطرحاننا,طرح
وكفلاحين,فلح
ثرتي,ثر
فكنهوركن,نهر
تغربك,غرب
وبإطعامه,طعم
فلابتداعه,بدع
لشنعنني,شنع
وأسطورتاكم,
ستدهميننا,دهم
فأنيئكم,نوء
فكزلازله,زلزل
فلتتعاملا,عمل
فالختن,ختن
وكمزرهن,
كبلقنة,
فترادفاهم,ردف
للمزاولات,زول
تقدميو,قدم
فتنازعانكما,نزع
وبإحصانك,حصن
فبغرفتيك,غرف
فلتجمهركما,جمهر
سيرجحنكن,رجح
ولمشاجرتيكن,شجر
للهمنهم,لهم
وكمطربتكما,طرب
لننتقيكن,نقو
وكملتصق,لصق
أسالها,سيل
فلتغربينا,غرب
وكالخور,خور
أناجزكما,نجز
فلبائنيكما,بين
ويبسأكن,بسء
خطيرا,خطر
فللمصنفين,صنف
تنحرنها,نحر
لفخرييهم,فخر
وأوردتا,ورد
لأشبالكم,شبل
لوشكتا,وشك
يمنحنكم,منح
فلتملقه,ملق
وتركستانيتا,
لصارمتاها,صرم
امتلاككما,ملك
فتفرحونني,فرح
ولتصغروا,صغر
لرحويتيهن,رحو
أولوياتنا,اول
تشارباهن,شرب
تقلصونني,قلص
ومنقبتيكما,نقب
انتقدانا,نقد
كسباحتهما,سبح
لدللتهن,دل
فلمنقبضتيها,قبض
فيلمسوننا,لمس
واجتنبناكما,جنب
ستركزه,ركز
فسنبصرك,بصر
لنلومكما,لوم
بمطالبتينا,طلب
وسيجتزن,جوز
وبضموره,ضمر
وكمزالق,زلق
فتحنكونهن,حنك
لأزومكم,زوم
تعانديننا,عند
ويسلسلانهما,سلسل
ولكومتيهما,كوم
وبأخصاصهما,خص
كأداتيكما,ادو
لتضمنتها,ضمن
مباغتاتهن,بغت
فلشرائعها,شرع
وجياشها,جيش
فيعلفه,علف
ولتلكنيهما,لكن
فاستعادوني,عود
وكالسيار,سير
كالصلح,صلح
وأكدتنهما,اكد
فبجلابيتيكما,جلب
نوشح,وشح
بستيفان,
فبالمتشرد,شرد
توانيهن,ونى
تجنباكن,جنب
ورسالتان,رسل
فتقارنهم,قرن
فلتستبطئيهن,بطء
فبأسلافي,سلف
يحرزوا,حرز
لتقصدته,قصد
فتضعفونه,ضعف
بالاستغلال,غل
فلرطبتها,رطب
تتخيلها,خيل
سأدرسهما,درس
فكفرملتكم,فرمل
وأقابلهما,قبل
سنفسركن,فسر
تناسختما,نسخ
ولخاوييك,خوى
فببرجينا,برج
وستسبغنني,سبغ
وليربكنكما,ربك
ويسببانهم,سب
للإياب,اوب
يلاج,لج
فلإناثهما,انث
ببضعكن,بضع
تطولنا,طول
فقدسوكن,قدس
فمونتما,مون
بمرميهن,رمى
بلهيبكما,لهب
وتلابسوني,لبس
لتوريتي,ورى
وبشياطينكم,شيطن
اللائمة,لوم
لتتقشف,قشف
ولعيشته,عيش
فالارتقاب,رقب
فأسسوا,اسّ
فلتاجيتيها,توج
فمهموستك,همس
كممالكه,ملك
كفارهيك,فره
وكمفتونتهم,فتن
فتعنقوهما,عنق
سيتهاجمون,هجم
لكفيلاتكن,كفل
يساكنانني,سكن
ليشتملوكن,شمل
لمدخليهن,دخل
فلملزمات,لزم
فيفرجان,فرج
قوبتماهم,قوب
فعميده,عمد
تغصبانني,غصب
هيموكم,هيم
يتفقصوا,فقص
فمتدربيهن,درب
فلمحجميكم,حجم
لعاهدتاها,عهد
لانفصالك,فصل
بممسكاتكما,مسك
فلمتسقيه,وسق
وكتجفيفي,جف
بضامرتيكما,ضمر
كمتوزعيكما,وزع
فبعسلييه,عسل
فسيفرزكم,فرز
فألويناها,لوى
فكالبيئيتين,بوء
كزنجيكم,زنج
ولتولعاني,ولع
وسلعتكن,سلع
فبالصاروخي,صرخ
لتفتلوهما,فتل
بمعهودتهما,عهد
وكمساعدتيه,سعد
وآجروه,اجر
فبتبخر,بخر
فبقعقعتهن,قعقع
وكنائحتيهن,نوح
بمراقصتيكم,رقص
وربيليهن,ربل
وكملاحقتكن,لحق
فسأهوع,هوع
فمخيريك,خير
وكتفضلنا,فضل
ومتجدداكم,جد
أصفحكن,صفح
فسيجملون,جمل
منسلخهن,سلخ
وكساحبهما,سحب
لتقرشيهن,قرش
يخلسني,خلس
وستعجمونني,عجم
ولتتسوقوا,سوق
كالمرتخص,رخص
فبفلائكي,فلك
ولتنشقاهم,نشق
وينضلاننا,نضل
ستعكف,عكف
ولشهامتها,شهم
فسيناشدك,نشد
وسيهبركم,هبر
فلإبريقهم,برق
فكفاحصيهن,فحص
فيستبكي,بكى
بصوصكم,
ويطاهرنني,طهر
خداما,خدم
وروضتا,روض
فتسخنينها,سخن
بمنشوراتنا,نشر
لتوظفن,وظف
وتصطفيكما,صفو
لفصمتماهم,فصم
ودمناهما,دمن
وبأرضتكن,ارض
جذوم,جذم
سترميانه,رمى
ضجرتهم,ضجر
لمانعتاهم,منع
وليقدراهما,قدر
متواليتيك,ولى
وتسرقينه,سرق
ودمثوكم,دمث
كسيورنا,سير
فكعائديهم,عود
وضبطناها,ضبط
فوسقتماها,وسق
سنستاق,سوق
ولخفاقتين,خفق
فبأيلي,ايل
ولمبنيين,بنى
فللوحشية,وحش
فللنعمى,نعم
وكمتبوله,تبل
وللإعلام,علم
فلتعدلك,عدل
فسيهيجونهم,هيج
ولملقكما,ملق
وسيغيبونهم,غيب
وسومانا,سوم
بليرتيكما,
ولكفيلتهم,كفل
فترعدان,رعد
تبيرانني,بور
كمصنفاتكم,صنف
فمستأجرتاك,اجر
فليفرزنهن,فرز
وكربويهم,ربو
وليبرزوهن,برز
وحذفن,حذف
وسيفترسانكن,فرس
والقافان,
بجغرافي,
فديناميكيتيكما,
واستضفتمانا,ضيف
يصبغوهما,صبغ
أبديتن,بدو
بصلابتهما,صلب
فلأمانيهم,منو
سترافعاننا,رفع
فلمنشغلهم,شغل
فشختيكما,فشخ
وآمنتنني,امن
فلموهوبي,وهب
فظرفييهما,ظرف
بقهريهما,قهر
ستربحينهن,ربح
فستتيههن,تيه
فيستبقيانني,بقى
سأستثقلهن,ثقل
فيخضعنكما,خدع
فلهافيتين,هفو
ليفاكهوكم,فكه
بطوافتين,طوف
بالمثاقيل,ثقل
تتفككان,فك
كمؤشريك,اشر
بمتجهماتكما,جهم
جودة,جود
كطحينيكما,طحن
لتحية,حيو
وكمستحدثكما,حدث
وملامتاهن,لوم
وبمكسي,مكس
فستأخذانكم,اخذ
ولدهريهم,
وكصبغيتيهما,صبغ
فتيمكن,تيم
فيشنعنهم,شنع
فكاللجام,لجم
وعلوانهما,علون
وأرسخنها,رسخ
ليأرباه,ارب
فكتلفازهم,تلفز
فألمعهما,لمع
فتطرفين,طرف
وكمدلولاتهم,دل
وكوعلهما,وعل
فعريقتاك,عرق
فيرافقاهما,رفق
تجتاحينهم,جوح
فلمأذونهم,اذن
لنغرر,غر
كواطئ,وطئ
وكمنتقدكن,نقد
كالرباعيتين,ربع
يدحرجانا,دحرج
فنظريتهن,نظر
وفاصلنكما,فصل
وتعتمدهم,عمد
فباطرادكم,طرد
تهاجران,هجر
فكمصلحييها,صلح
فليدعموهما,دعم
ولتحبكيه,حبك
فلدياريكم,دور
فكالأطر,اطر
فكخيشتيها,خيش
تترقى,رقى
فنهشناكما,نهش
فبالتضارب,ضرب
فبرخامة,رخم
وكانقضاضنا,قض
للعصور,عصر
وعجائزكم,عجز
ويهجرنكن,هجر
ستكاركم,كرى
وبصرتموه,بصر
ليطمئنوكما,طمأن
شوبي,شوب
تيجانها,توج
قايضتموهما,قيد
ليغنجانا,غنج
وطمستموها,طمس
تتخللاكن,خل
فأكسلكم,كسل
بظلامتيكما,ظلم
وكنكوصها,نكص
فتكحلهما,كحل
وبقعرهن,قعر
وبصيانتكما,صون
فلتغطينها,غطو
ستشذون,شذ
الناصحة,نصح
ولنصاحها,نصح
تجبلاني,جبل
ولأحررهن,حر
ولشدتهم,شد
وبتروكيماوياتكم,
وبمطرباتي,طرب
ستشبكينه,شبك
لأخاذلكن,خذل
فستتكين,تك
فسيصلفكن,صلف
وأزبده,زبد
وأخامص,خمص
أوسعناهن,وسع
ولأكبسهما,كبس
بفاتككما,فتك
يتسرى,سرى
وليغصبنها,غصب
فمزعجتاهم,زعج
فلتتوقعنها,وقع
فكمداخلكم,دخل
محتديه,حد
فكخالعاتهما,خلع
سيبرمونكن,برم
ومدخنوك,دخن
وبتصييفنا,صيف
ولأسجلكن,سجل
لمتقلبهم,قلب
وكأسنك,سن
تكوداهن,كود
فعتقنهما,عتق
ورجحتانا,رجح
فكرجالكما,رجل
وأبشرنا,بشر
كالإدبار,دبر
فمشكلاكما,شكل
فترقيكن,رقى
لانطلاقتكما,طلق
فليجانباه,جنب
فكطرائد,طرد
وبمكرهيكما,كره
ومازحوهم,مزح
وكواهيتكن,وهى
وبشبهاتكن,شبه
فعفيناكن,عفو
سينافقنهن,نفق
وألقيتكما,لقى
أصعقني,صعق
أسرعتانا,سرع
سأوضحه,وضح
بتظاهرييهما,ظهر
كتكميليتين,كمل
ويطويه,طوى
كمختطفاتكما,خطف
ليتعرش,عرش
فكالتقطع,قطع
ولنهرو,هرو
أغفلتموني,غفل
فليجدلوا,جدل
ووخزتكم,وخز
وكمعاتباتكن,عتب
فبمسامرتهم,سمر
ومتغلبتيه,غلب
وينقروك,نقر
أندورا,
فسأجتذبكن,جذد
كبظر,
تلقياهن,لقى
وكتشوشيها,شوش
ملحميتينا,لحم
فكتثليثك,ثلث
نفطكن,
تذرعنا,ذرع
تقرتينا,قرت
لأرسخاه,رسخ
فالجيشين,جيش
فستجرمونهم,جرم
واحقرينا,حقر
يأخذونهم,اخذ
كجرايتينا,جرى
ناقله,نقل
أقنني,اوق
فكناقهنا,نقه
ولتعضدكم,عضد
فأيضتاها,ايض
كغربيتي,غرب
